Empresa	Descripcion Empresa	Comprobante	Descripcion Comprobante	Letra	Serie \ Punto de venta	Numero	Regimen	Informado	Estado Fiscal	Firma Digital	Estadistico	Impositivo	Afecta Caja	Anulado	Motivo Rechazo / Devolucion	Descripcion Motivo Rechazo / Devolucion	Fecha Comprobante	Fecha Ingreso	Emisor	Fecha Vto. Comprobante	Fecha de Entrega	Sucursal	Descripcion Sucursal	Esquema	Descripcion Esquema	Deposito	Descripcion Deposito	Vendedor	Descripcion Vendedor	Sector de venta	Descripcion de Sector de Venta	Supervisor	Descripcion Supervisor	Gerente	Descripcion Gerente	Tipo IVA	Descripcion Tipo IVA	Condicion de Pago	Descripcion Condicion de pago	Fecha de Pago	Numero de Pedido	Fecha pedido	Origen	Tipo de Planilla	Numero de Planilla	Transporte	Descripcion Transporte	Liquidacion	Fecha Liquidacion	Numero de Caja	Fecha caja	Cajero	Cliente	Razon Social	Domicilio	Cod. Postal	Localidad	Provincia	Descripcion	Ramo	Descripcion Ramo	Agrupacion	Descripcion Agrupacion	Area	Descripcion area	Segmento MKT	Descripcion Segmento MKT	Canal MKT	Descripcion Canal MKT	Subcanal	Descripcion Subcanal MKT	Nro. de Linea	Codigo de Articulo	Descripcion de Articulo	Concepto	Descripcion Concepto	Articulo Combo	Combo	Producto Estadistico	Descripcion Producto Estadistico	Numeros Serie	Numeros Activo	Unidades por Bulto	Bultos por Pallets	Peso	Cuenta y Orden	Proveedor Cta. y Orden	Descripcion Proveedor	Nro. rendicion	Tipo de cambio	Motivo de cambio	Descripcion	PROVEEDORES	Descripción PROVEEDORES	Contable	Fecha Asiento	Nro Asiento	Plan Cuentas	Cod Cuenta	Descripción Cuenta	Ctro Costos	Proveedor	Fecha Vigencia del precio de Compra	Precio de compra Bruto	Precio de compra Neto	Bultos Cerrados	Unidades	Bultos con Cargo	Bultos sin Cargo	Bultos Total	Peso Total	Bultos Rechazados	UM Con Cargo	UM Sin Cargo	UM Total	Precio Unitario Bruto	Bonificacion %	Precio Neto Unitario	Subtotal Bruto	Subtotal Bonificado	Subtotal Neto	I.V.A 21%	I.V.A. 27%	I.V.A. 10.5%	Percepción 3337	Percepción 5329	Percepción 212	I.I.B.B(BUENOS AIRES)	I.I.B.B(CAPITAL FEDERAL)	Impuestos Internos	Subtotal Final	Trade Spend Negociacion	Trade Spend SC manual	Trade Spend Bonificacion manual	Trade Spend Iniciativas	Trade Spend Acciones	Trade Spend Troncales	Total Trade Spend	Usuario Aprobador	OFERTAS SCJ 23-1 - COPIA 	DESCUENTO ACUERDO 5%	DESCUENTO ACUERDO 10%	OFERTAS SCJ 22-1	DESCUENTO 12% SCJ	DESCUENTO 14% SCJ	DESCUENTO 5% NIVEA
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	34	902	GLADE MINIGEL FLORAL PERFECTION 70GR	0		NO	0	0				12	360	1.18	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	9748.19	9748.19	5	0	5	0	5	0	0	5.88	0	5.88	15303.61	14	13161.1	76518.05	10712.53	65805.52	13819.16	0	0	0	1974.17	0	197.41	0	0	81796.26	0	0	0	0	10712.52	0	10712.52							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	35	907	GLADE MINIGEL CAR LAVANDA MARINA 70GR	0		NO	0	0				12	360	.6	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	9748.19	9748.19	3	0	3	0	3	0	0	3.54	0	3.54	15303.61	14	13161.1	45910.83	6427.52	39483.31	8291.5	0	0	0	1184.5	0	118.44	0	0	49077.75	0	0	0	0	6427.51	0	6427.51							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	36	901	GLADE MINIGEL CAR ACQUA 70GR	0		NO	0	0				12	360	1.18	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	9748.19	9748.19	3	0	3	0	3	0	0	3.528	0	3.528	15303.61	14	13161.1	45910.83	6427.52	39483.31	8291.5	0	0	0	1184.5	0	118.44	0	0	49077.75	0	0	0	0	6427.51	0	6427.51							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	37	780	GLADE CANASTA LIQUIDA FULL LAVANDA 50 ML	0		NO	0	0				12	112	1.14	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	17756.156	17756.156	1	0	1	0	1	0	0	1.14	0	1.14	27875.26	14	23972.72	27875.26	3902.54	23972.72	5034.27	0	0	0	719.18	0	71.91	0	0	29798.09	0	0	0	0	3902.53	0	3902.53							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	38	595	GLADE AUTOMATICO REP VANILLA 270ML	0		NO	0	0				6	336	1.62	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12306.155	12306.155	3	0	3	0	3	0	0	4.86	0	4.86	19319.34	15.02	16417.58	57958.02	8705.29	49252.73	10343.07	0	0	0	1477.58	0	147.75	0	0	61221.14	0	0	0	0	8705.29	0	8705.29		X						
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	39	5047	GLADE AUTOMATICO REP SILVESTRE 270	0		NO	0	0				6	384	.27	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12306.155	12306.155	5	0	5	0	5	0	0	1.35	0	1.35	19319.34	15.02	16417.58	96596.7	14508.82	82087.88	17238.45	0	0	0	2462.64	0	246.26	0	0	102035.23	0	0	0	0	14508.82	0	14508.82		X						
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	40	1593	GLADE AUTOMATICO REP PARAISO AZUL 270ML	0		NO	0	0				6	336	.3	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12306.155	12306.155	2	0	2	0	2	0	0	3.24	0	3.24	19319.34	15.02	16417.58	38638.68	5803.53	32835.15	6895.38	0	0	0	985.05	0	98.5	0	0	40814.09	0	0	0	0	5803.52	0	5803.52		X						
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	41	1589	GLADE AUTOMATICO REP LIMON 270ML	0		NO	0	0				6	336	1.62	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12306.155	12306.155	3	0	3	0	3	0	0	4.86	0	4.86	19319.34	15.02	16417.58	57958.02	8705.29	49252.73	10343.07	0	0	0	1477.58	0	147.75	0	0	61221.14	0	0	0	0	8705.29	0	8705.29		X						
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	42	591	GLADE AUTOMATICO REP LAVANDA &VAINILLA 270ML	0		NO	0	0				6	336	1.62	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	10035.535	10035.535	1	0	1	0	1	0	0	1.62	0	1.62	15754.71	15.02	13388.35	15754.71	2366.36	13388.35	2811.55	0	0	0	401.65	0	40.16	0	0	16641.72	0	0	0	0	2366.35	0	2366.35		X						
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	43	589	GLADE AUTOMATICO REP CARICIAS DE ALGODON 270ML	0		NO	0	0				6	336	1.62	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	12306.155	12306.155	5	0	5	0	5	0	0	8.1	0	8.1	19319.34	15.5	16324.84	96596.7	14972.49	81624.21	17141.08	0	0	0	2448.73	0	244.87	0	0	101458.89	0	0	0	0	14972.48	0	14972.48		X						
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	44	587	GLADE AUTOMATICO APARATO MANZANA Y CANELA 270ML	0		NO	0	0				4	180	2.12	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	28117.191	28117.191	1	0	1	0	1	0	0	2.124	0	2.124	44140.97	14	37961.23	44140.97	6179.74	37961.23	7971.86	0	0	0	1138.84	0	113.88	0	0	47185.81	0	0	0	0	6179.73	0	6179.73							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	45	1594	GLADE AUTOMATICO APARATO LAVANDA &VAINILLA 270ML	0		NO	0	0				4	180	2.12	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	28117.191	28117.191	1	0	1	0	1	0	0	2.124	0	2.124	44140.97	14	37961.23	44140.97	6179.74	37961.23	7971.86	0	0	0	1138.84	0	113.88	0	0	47185.81	0	0	0	0	6179.73	0	6179.73							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	46	934	GLD ARSL VANILLA 380ML/6 AR	0		NO	0	0				6	240	3	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	5598.422	5598.422	5	0	5	0	5	0	0	15	0	15	8788.92	14.19	7541.77	43944.6	6235.74	37708.86	7918.86	0	0	0	1131.27	0	113.12	0	0	46872.11	0	0	0	0	6235.73	0	6235.73					X			
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	47	941	GLD ARSL LEMON 380CCX6 AR	0		NO	0	0				6	240	3	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	5598.422	5598.422	5	0	5	0	5	0	0	15	0	15	8788.92	14.19	7541.77	43944.6	6235.74	37708.86	7918.86	0	0	0	1131.27	0	113.12	0	0	46872.11	0	0	0	0	6235.73	0	6235.73					X			
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3148	ELECTRÓNICO	SI		="74089904347966"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	48	940	GLD ARSL LAVANDER 380ML/6 AR	0		NO	0	0				6	240	3	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	5598.422	5598.422	10	0	10	0	10	0	0	30	0	30	8788.92	14.19	7541.77	87889.19	12471.48	75417.71	15837.72	0	0	0	2262.53	0	226.25	0	0	93744.21	0	0	0	0	12471.47	0	12471.47					X			
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3149	ELECTRÓNICO	SI		="74089904348234"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	1	1033	FUYI TABLETAS REP X12	0		NO	0	0				20	270	.5	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	19628.726	19628.726	30	0	30	0	30	0	0	15	0	15	30814.99	50	15407.5	924449.76	462224.88	462224.88	97067.22	0	0	0	13866.75	0	1386.67	0	0	574545.53	0	0	0	0	462224.88	0	462224.88					X			
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3149	ELECTRÓNICO	SI		="74089904348234"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	2	1164	FUYI LIQUIDO ELECTRICO REP 32,9 ML	0		NO	0	0				12	448	1.44	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	24656.287	24656.287	1	0	1	0	1	0	0	1.44	0	1.44	38707.72	14	33288.64	38707.72	5419.08	33288.64	6990.61	0	0	0	998.66	0	99.86	0	0	41377.78	0	0	0	0	5419.08	0	5419.08							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3149	ELECTRÓNICO	SI		="74089904348234"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	3	83	ECHO CLASICO DP 450 ML/15/AR	0		NO	0	0				15	88	6.89	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	16192.067	16192.067	5	0	5	0	5	0	0	34.425	0	34.425	25419.81	14	21861.03	127099.03	17793.86	109305.17	22954.09	0	0	0	3279.16	0	327.91	0	0	135866.33	0	0	0	0	17793.86	0	17793.86							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3149	ELECTRÓNICO	SI		="74089904348234"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	4	849	ECHO CLASICO BT 800 ML/12/AR	0		NO	0	0				12	55	10.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	21589.423	21589.423	1	0	1	0	1	0	0	10.2	0	10.2	33893.08	14	29148.05	33893.08	4745.03	29148.05	6121.09	0	0	0	874.44	0	87.44	0	0	36231.03	0	0	0	0	4745.03	0	4745.03							X	
1	J.J. MENDIZABAL S.A.	FCVTA	FACTURA	A	9	3149	ELECTRÓNICO	SI		="74089904348234"	SI	SI	NO	NO	0		20/02/2024	20/02/2024	AGIUSTO	20/02/2024	20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	16401	19/02/2024	e2ec2ebb33197747	CAR	0000 - 00001837	5	FORD OSCAR	0					155005	CODISER S.A. 1 (FP0)	MATHEU 1982	1602	BOULOGNE	B	BUENOS AIRES	0		3	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	5	82	CERAMICOL DP INCOLORO X 450 ML/15/AR	0		NO	0	0				15	88	6.84	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	11789.188	11789.188	5	0	5	0	5	0	0	34.2	0	34.2	18507.76	14	15916.67	92538.78	12955.43	79583.35	16712.5	0	0	0	2387.5	0	238.75	0	0	98922.1	0	0	0	0	12955.42	0	12955.42							X	
